"date","report_url","report_title","report_description","report_type"
18 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Nov10.pdf","Singapore"," Technical Recession In 4Q Unlikely (18 November 2010)","Singapore"
16 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Nov10a.pdf","Singapore"," Upside In Oct NODX Growth Helped By Both Electronics & Non-Electronics (16 November 2010)","Singapore"
16 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Nov10.pdf","South Korea"," BoK Finally Strike Again (16 November 2010)","South Korea"
15 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_15Nov10.pdf","Eurozone Drama"," Ireland Takes Centre-Stage.. At Least For A While (15 November 2010)","Eurozone"
11 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Nov10.pdf","China"," PBoC Ratchets Up Reserve Requirement Ratio (11 November 2010)","China"
4 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_04Nov10a.pdf","Indonesia"," BI Kept Interest Rate Steady As Expected (04 November 2010)","Indonesia"
4 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_04Nov10.pdf","FOMC"," New QE Framework Focused on Medium-Term Dual Mandate (04 November 2010)","FOMC"
2 November 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Nov10.pdf","Australia"," RBA Delivers a 25bps Rate Hike (02 November 2010)","Australia"
27 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_27Oct10.pdf","South Korea"," 3Q10 GDP In Line With Consensus, Renewing Rate Hike Expectation (27 October 2010)","South Korea"
26 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Oct10.pdf","Singapore"," Manufacturing Production Rebounds In Sep (26 October 2010)","Singapore"
25 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Oct10.pdf","Singapore"," CPI inflation slowing on a m/m basis in Sep (25 October 2010)","Singapore"
21 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_21Oct10.pdf","China"," 3Q GDP Data Show Growth Moderation On Track (21 October 2010)","China"
20 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Oct10a.pdf","Thailand"," Policy Rate Maintained at 1.75% (20 October 2010)","Thailand"
20 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Oct10.pdf","China"," PBoC Tightens Further With Interest Rate Hikes (20 October 2010)","China"
18 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Oct10.pdf","Singapore"," Sep NODX Growth Better-Than-Expected (18 October 2010)","Singapore"
14 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Oct10.pdf","South Korea"," BoK On Hold For Third Straight Month (14 October 2010)","South Korea"
12 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Oct10a.pdf","Thailand"," Capital Gain Tax To Have Slight Impact (12 October 2010)","Thailand"
12 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Oct10.pdf","China"," PBoC Hikes RRR Temporarily For Large Banks (12 October 2010)","China"
8 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Oct10.pdf","Malaysia"," 2011 Budget Preview (8 October 2010)","Malaysia"
5 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Oct10b.pdf","Indonesia"," Bank Indonesia Holds Rates Again (5 October 2010)","Indonesia"
5 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Oct10a.pdf","Japan"," BOJ - Jumping Ahead Of The Fed (5 October 2010)","Japan"
5 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Oct10.pdf","Australia"," RBA Catches Most By Surprise As It Stays Pat at 4.5% (5 October 2010)","Australia"
1 October 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_01Oct10.pdf","Taiwan"," Policy Interest Rate Continues To Normalize (1 October 2010)","Taiwan"
22 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_22Sep10.pdf","The Fed"," Formalising The Easing Bias (22 September 2010)","The Fed"
17 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Sep10.pdf","Singapore"," Aug NODX Growth Quickened Unexpectedly (17 September 2010)","Singapore"
9 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Sep10.pdf","South Korea"," BoK Paused For The Second Straight Month (9 September 2010)","South Korea"
3 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_03Sep10.pdf","Indonesia"," BI Raised Bank Reserve Requirement and Kept Interest Rate Steady (3 September 2010)","Indonesia"
2 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Sep10A.pdf","China"," Tracking The Trade-Weighted RMB (2 September 2010)","China"
2 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Sep10.pdf","Assessing GDP Growth In Asia (2 September 2010)",,"Assessing GDP Growth In Asia (2 September 2010)"
1 September 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_01Sep10.pdf","Examing the Risks of Intervention in the JPY (1 September 2010)",,"Examing the Risks of Intervention in the JPY (1 September 2010)"
30 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_0830.pdf","Fed"," In wait and see mode (30 August 2010)","Fed"
27 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_27Aug10.pdf","Thailand"," Inflationary Pressures To Be Mitigated (27 August 2010)","Thailand"
19 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_19Aug10.pdf","Malaysia"," Strong 2Q10 GDP And Liberalisation Measures Boost MYR (19 August 2010)","Malaysia"
17 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Aug10.pdf","Singapore"," Jul NODX Growth Decelerated (17 August 2010)","Singapore"
16 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Aug10.pdf","HK"," Property Tightening Measures Overshadow 2Q GDP Report (16 August 2010)","HK"
12 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Aug10.pdf","South Korea"," BoK Paused Interest Rate Hike (12 August 2010)","South Korea"
11 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Aug10.pdf","US"," The Fed's On The Brake Pedal (11 August 2010)","US"
5 August 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Aug10.pdf","Indonesia"," Interest rate steady but prospect of rate hike has increased (5 August 2010)","Indonesia"
26 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jul10B.pdf","South Korea"," 2Q10 GDP Above Expectation But Monetary Policy Focus is on 2011 Prospects (26 July 2010)","South Korea"
26 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jul10A.pdf","Singapore"," Manufacturing production slows markedly in Jun (26 July 2010)","Singapore"
26 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jul10.pdf","EU"," EU Bank Stress Test Results Not Exactly Stressful, But A Good Start (26 July 2010)","EU"
23 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Jul10.pdf","Singapore"," CPI inflation slowed in June (23 July 2010)","Singapore"
14 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Jul10A.pdf","Thailand"," 25bps Policy Rate Hike at 1.50% (14 July 2010)","Thailand"
14 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Jul10.pdf","Singapore"," 2Q y/y growth fastest on record (14 July 2010)","Singapore"
9 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Jul10A.pdf","South Korea"," BoK Kicked Off Interest Rate Normalisation (09 July 2010)","South Korea"
9 July 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Jul10.pdf","Malaysia"," Bank Negara Pushed Ahead With Its Third Rate Hike This Year (09 July 2010)","Malaysia"
25 June 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Jun10.pdf","Taiwan"," Monetary Policy Normalization On Track With Surprise Rate Hike (25 June 2010)","Taiwan"
24 June 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_24Jun10.pdf","US"," Fed Tightening Still a Distance Away (24 June 2010)","US"
17 June 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Jun10.pdf","Singapore"," NODX growth pace slower than Apr (17 June 2010)","Singapore"
1 June 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_01Jun10.pdf","Australia"," RBA Stays Pat at 4.50% (01 June 2010)","Australia"
26 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26May10.pdf","Singapore"," Manufacturing Production Surges Ahead in April, Good Start to 2Q GDP (26 May 2010)","Singapore"
24 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_24May10.pdf","Singapore"," CPI Inflation Fastest in 14 Months (24 May 2010)","Singapore"
17 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_17May10.pdf","Singapore"," Apr NODX continued to expand strongly (17 May 2010)","Singapore"
14 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_14May10.pdf","Malaysia"," Strong Growth in 1Q10, BNM Hiked Second Time This Year (14 May 2010)","Malaysia"
12 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_12May10.pdf","South Korea"," BoK Holds Interest Rate at 2.0% (12 May 2010)","South Korea"
6 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_06May10.pdf","Indonesia"," No Move From Bank Indonesia Yet (06 May 2010)","Indonesia"
4 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_04May10.pdf","Australia","RBA Takes Official Cash Rate Higher to 4.50% (04 May 2010)","Australia"
3 May 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_03May10.pdf","China"," Third Reserve Ratio Hike (03 May 2010)","China"
30 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_30Apr10.pdf","Key Central Banks Dashboards (30 April 2010)",,"Key Central Banks Dashboards (30 April 2010)"
29 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_29Apr10A.pdf","United States"," Holding on for an extended period (29 April 2010)","United States"
29 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_29Apr10.pdf","New Zealand"," RBNZ opens the door for a rate hike (29 April 2010)","New Zealand"
26 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Apr10A.pdf","Singapore"," Growth in manufacturing production leaps, better 1Q GDP expected (26 April 2010)","Singapore"
26 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Apr10.pdf","China"," Monitoring the RMB Calendar (26 April 2010)","China"
23 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Apr10.pdf","Singapore"," CPI inflation fastest in a year on basis effect (23 April 2010)","Singapore"
16 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Apr10A.pdf","Singapore"," March NODX Y/Y Continues to Strengthen (16 April 2010)","Singapore"
16 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Apr10.pdf","Malaysia"," Retaining Our MYR Call (16 April 2010)","Malaysia"
9 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Apr10A.pdf","South Korea "," Rates On Hold as Expected (09 April 2010)","South Korea "
9 April 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Apr10.pdf","China"," Potential FX Policy Change Announcement Ahead (09 April 2010)","China"
5 March 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_5Mar10.pdf","Malaysia"," Kicking Off Interest Rate Normalisation (05 March 2010)","Malaysia"
4 March 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_4Mar10.pdf","Indonesia"," Weak Inflation Permits Low Rates (04 March 2010)","Indonesia"
2 March 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_2Mar10.pdf","Australia"," RBA Hikes by 25bps (02 March 2010)","Australia"
26 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Feb10.pdf","Singapore"," Manufacturing Production Jumps Much More Than Expected in Jan (26 February 2010)","Singapore"
23 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Feb10.pdf","Singapore"," CPI Inflation Fastest in 10 Months (23 February 2010)","Singapore"
19 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_19Feb10.pdf","The United States"," Surprise Hike in the Discount Rate (19 February 2010)","The United States"
17 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Feb10.pdf","China"," Second RRR Hike in a Month (17 February 2010)","China"
12 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Feb10.pdf","Korea"," Postponing Rate Hike (12 February 2010)","Korea"
11 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Feb10.pdf","Indonesia"," Strong Set of GDP Data For 4Q09 (11 February 2010)","Indonesia"
5 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_5Feb10.pdf","United Kingdom "," BoE Halts Bond-Buying Program; Keeps Rate Unchanged (05 February 2010)","United Kingdom "
4 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_4Feb10.pdf","Indonesia"," Steady Interest Rate (04 February 2010)","Indonesia"
2 February 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Feb10.pdf","Thailand"," Relaxing Outflows to Curb THB Strength (02 February 2010)","Thailand"
26 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jan10.pdf","South Korea"," Growth momentum eased in 4Q09 (26 January 2010)","South Korea"
18 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Jan10.pdf","Singapore"," NODX Y/Y Growth Biggest in Nearly 4 Years (18 January 2010)","Singapore"
15 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_15Jan10.pdf","Eurozone"," Unlikely to See Any Further Exit Strategy Plans For Now (15 January 2010)","Eurozone"
13 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Jan10A.pdf","Thailand"," Policy Rate Unchanged at 1.25% (13 January 2010)","Thailand"
13 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Jan10.pdf","China"," Taking Its First Step Towards Policy Reversal (13 January 2010)","China"
8 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_8Jan10A.pdf","South Korea"," Pressure to Hold Off Monetary Policy Tightening (08 January 2010)","South Korea"
8 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_8Jan10.pdf","United Kingdom"," No Policy Changes from the BoE (08 January 2010)","United Kingdom"
6 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_6Jan10.pdf","Indonesia"," Keeping Interest Rate on Hold in the Next Few Months (06 January 2010)","Indonesia"
4 January 2010,"http://www.uobgroup.com/assets/pdfs/research/Flash_4Jan10.pdf","Singapore"," Growth pace eased in 4Q, but 2010 might hold surprise (04 January 2010)","Singapore"
14 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1214.pdf","Singapore"," SGD 3-Mth SIBOR in 2010 to Rise Moderately, But will be Choppy (14 December 2009)","Singapore"
11 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1211.pdf","United Kingdom"," No Surprises from the Bank of England (11 December 2009)","United Kingdom"
10 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1210A.pdf","South Korea"," On Hold but Rate Normalisation to Begin by Early 2Q10 (10 December 2009)","South Korea"
10 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1210.pdf","New Zealand"," Kiwi Gets a Lift as RBNZ's Carries Forward Plan to Raise Rates (10 December 2009)","New Zealand"
4 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1204.pdf","EU"," ECB Keeps Interest Rates Unchanged (4 December 2009)","EU"
3 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1203.pdf","Indonesia"," BI Maintains Interest Rate at Record Low (3 December 2009)","Indonesia"
2 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1202A.pdf","Thailand"," Policy interest rate kept unchanged at 1.25% (2 December 2009)","Thailand"
2 December 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1202.pdf","Australia"," RBA hikes for the third consecutive time (2 December 2009)","Australia"
30 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1130.pdf","Dubai"," Standstill in Debt Repayment","Dubai"
26 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1126.pdf","Singapore"," Manufacturing Again Contracts More Than Expected (26 November 2009)","Singapore"
24 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1124.pdf","Thailand"," Bumpy road to recovery (24 November 2009)","Thailand"
23 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1123.pdf","Singapore"," CPI inflation contracted for 7th straight month (23 November 2009)","Singapore"
20 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1120A.pdf","Malaysia"," FGrowth momentum strengthened further in 3Q09 (20 November 2009)","Malaysia"
20 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1120.pdf","South Korea"," Foreign Currency Liquidity Regulations (20 November 2009)","South Korea"
17 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1117.pdf","Singapore"," NODX Declines in October Smallest in More Than a Year (17 November 2009)","Singapore"
13 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1113.pdf","South Korea"," BoK Stood Pat (13 November 2009)","South Korea"
11 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1111.pdf","Indonesia"," 3Q09 GDP suggests full-year tracking above 4% growth (11 November 2009)","Indonesia"
6 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1106A.pdf","Eurozone"," ECB Stays Pat at 1.00% (6 November 2009)","Eurozone"
6 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1106.pdf","UK"," BoE Increases Size of Asset Purchase Programme by 25 Billion Pounds; Leaves Repo Rate Unchanged at 0.50% (6 November 2009)","UK"
5 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1105.pdf","US"," The FOMC Delivers Minimal Surprises, though with Incremental Clarity (5 November 2009)","US"
4 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1104.pdf","Indonesia"," Remaining Dovish on Inflation (4 November 2009)","Indonesia"
3 November 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1103.pdf","Australia"," RBA Lifts OCR Up by 25bps to 3.50% (3 November 2009)","Australia"
29 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1029.pdf","New Zealand"," RBNZ Stays at 2.5% (29 October 2009)","New Zealand"
26 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1026A.pdf","South Korea"," Growth Surprises on the Upside (26 October 2009)","South Korea"
26 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1026.pdf","Singapore"," Manufacturing Slumped More Than Expected on Pharmaceutical Production (26 October 2009)","Singapore"
23 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1023.pdf","Singapore"," CPI Inflation Contracted for 6th Straight Month (23 October 2009)","Singapore"
21 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1021.pdf","Thailand"," No change to 1.25% Policy Interest Rate (21 October 2009)","Thailand"
16 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1016A.pdf","Singapore"," Sep NODX expands on month (16 October 2009)","Singapore"
16 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1016.pdf","Malaysia"," 2010 Budget Preview (16 October 2009)","Malaysia"
9 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1009A.pdf","South Korea"," On hold as expected (9 October 2009)","South Korea"
9 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1009.pdf","Australia"," Our thoughts on the RBA's 25bps hike (9 October 2009)","Australia"
6 October 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_1006.pdf","Indonesia"," Interest rate on hold for second consecutive month (6 October 2009)","Indonesia"
25 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0925.pdf","Singapore"," Manufacturing Expands Faster than Expected on Pharmaceutical Production (25 September 2009)","Singapore"
24 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0924.pdf","US"," The FOMC Shifts Gingerly (24 September 2009)","US"
23 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0923.pdf","Singapore"," CPI Contraction Easing Faster than Expected (23 September 2009)","Singapore"
18 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0918.pdf","US"," The Intricate Fed Balance Sheet (18 September 2009)","US"
17 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0917.pdf","Singapore"," Aug NODX Improved on Month, Contraction Eased on Year (17 September 2009)","Singapore"
11 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0911.pdf","South Korea"," BoK Signalled Possibility to Hike Rate Soon (11 September 2009)","South Korea"
11 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0911A.pdf","United Kingdom "," BoE Leaves Repo Rate Unchanged at 0.5% (11 September 2009)","United Kingdom "
10 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0910.pdf","New Zealand"," RBNZ Leaves OCR Unchanged at 2.5% (10 September 2009)","New Zealand"
4 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0904.pdf","Eurozone"," ECB stays on hold in Sep at 1.00% (4 September 2009)","Eurozone"
3 September 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0903.pdf","Australia"," Overnight Cash Rate Target Stays Pat at 3.00%; Q2 GDP Numbers Surprise on the Upside (3 September 2009)","Australia"
27 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0827.pdf","Malaysia"," Malaysia 2Q09 GDP","Malaysia"
26 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0826.pdf","Singapore"," Manufacturing Posts Strongest Growth Rate in 16 Months on Pharmaceutical Production (26 August 2009)","Singapore"
25 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0825.pdf","Malaysia"," BNM on Hold as Expected (25 August 2009)","Malaysia"
24 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0824.pdf","Singapore"," CPI Continued to Fall in July y/y, But Rose on Month (24 August 2009)","Singapore"
17 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0817.pdf","Singapore"," July NODX Improves on Month (17 August 2009)","Singapore"
13 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0813.pdf","US"," A Selectively Progressive August FOMC Meeting (13 August 2009)","US"
12 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0812.pdf","South Korea"," Bok Doused Expectation of an Earlier-than-Expected Monetary Tightening (12 August 2009)","South Korea"
11 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0811.pdf","Indonesia"," 2Q09 GDP","Indonesia"
5 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0805A.pdf","Indonesia"," BI Cut by 25bps, Probably Reached the End of its Easing Cycle (5 August 2009)","Indonesia"
5 August 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0805.pdf","China"," Determining Extent of Hot Money Flows (5 August 2009)","China"
31 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0731.pdf","Singapore"," Unemployment Rate Unchanged (31 July 2009)","Singapore"
30 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0730.pdf","Malaysia"," Bank Negara Left Rates Unchanged at 2.0% (30 July 2009)","Malaysia"
28 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0728.pdf","US"," The Inherent Relationships of Fixed Investment Categories (28 July 2009)","US"
23 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0723.pdf","Singapore"," CPI Fell in June (23 July 2009)","Singapore"
21 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0721.pdf","Indonesia"," Indonesia in the Aftermath of the Bombings (21 July 2009)","Indonesia"
17 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0717.pdf","Singapore"," NODX Declines Continue to Lessen on June (17 July 2009)","Singapore"
16 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0716.pdf","China"," 2Q09 Data Show 8% Growth Target On Track (16 July 2009)","China"
8 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0708.pdf","Singapore"," 2Q09 GDP Data Preview (8 July 2009)","Singapore"
3 July 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0703.pdf","Indonesia"," BI Cut Rates Again, Easing Nearing the End (3 July 2009)","Indonesia"
30 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0630.pdf","Malaysia"," Highlights of the liberalisation measures (30 June 2009)","Malaysia"
26 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0626.pdf","Singapore"," Manufacturing Expands on Year After 7 Months of Consecutive Declines (26 June 2009)","Singapore"
25 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0625.pdf","US"," The Fed Still Has Plenty to Chew On (25 June 2009)","US"
23 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0623.pdf","Singapore"," Inflation Up in May (23 June 2009)","Singapore"
17 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0617.pdf","Singapore"," NODX Improves in May (17 June 2009)","Singapore"
9 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0609.pdf","Thailand"," Economy Likely Seen the Worst, Improvement in the Rest of the Year (9 June 2009)","Thailand"
3 June 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0603.pdf","Indonesia"," BI Cut by 25bps as Expected (3 June 2009)","Indonesia"
28 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0528.pdf","Malaysia"," Malaysia 1Q09 GDP","Malaysia"
27 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0527.pdf","Malaysia"," Second Consecutive Month of Inaction Suggests Rate Cut Cycle is Over (27 May 2009)","Malaysia"
26 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0526.pdf","Singapore"," Manufacturing Output Falls Only Slightly in April, Helped by Biomedical Manufacturing (26 May 2009)","Singapore"
25 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0525.pdf","Singapore"," Inflation Turns Negative in April (25 May 2009)","Singapore"
21 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0521.pdf","Singapore"," Manufacturing and Services Helped Boost 1Q GDP Slightly (21 May 2009)","Singapore"
20 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0520.pdf","Thailand"," No interest rate cut (20 May 2009)","Thailand"
18 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0518.pdf","Singapore"," Steeper NODX decline in April (18 May 2009)","Singapore"
4 May 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0504.pdf","US"," Predicting When Recessions Come to an End (4 May 2009)","US"
30 April 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0430C.pdf","US"," The April 28-29 FOMC meeting","US"
30 April 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0430B.pdf","Singapore"," Unemployment Climbs (30 Apr 2009)","Singapore"
30 April 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0430A.pdf","US"," Positive and Fuzzy Details in the Advance 1Q09 GDP Release (30 Apr 2009)","US"
30 April 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0430.pdf","Malaysia"," BNM Kept OPR Steady at 2.0% in April (30 Apr 2009)","Malaysia"
29 April 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0429.pdf","US"," US Industry Growth","US"
24 April 2009,"http://www.uobgroup.com/assets/pdfs/research/Flash_0424.pdf","Singapore"," Manufacturing Output Worsens Sharply (24 Apr 2009)","Singapore"
